config_id,point_id,plane_name,polar_name,polar_type,analysis_method,alpha_deg,beta_deg,speed_m_s,control_parameter,CL,CY,CDi,CDv,CD_total,Cm,Cmi,Cmv,Cl,Cn,Cni,Cnv,xCP_m,yCP_m,zCP_m,xNP_m,max_bending_Nm
CFG001,19,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-3.2,0,12,0,0.3719197326654931,-2.1049709935939866e-15,0.003399051762102461,0.013668711580336834,0.017067763342439295,0.0557433780858053,0.053158339296013664,0.002585038789791618,1.718192367877348e-14,3.406814711027951e-16,2.460339327149278e-16,9.464753838786722e-17,0.07215031952185873,-2.5625146042330373e-13,0.066912766273103,0,35.944922261303496
CFG001,20,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-3.0999999999999996,0,12,0,0.3820509086006171,-2.1475276635724178e-15,0.003503730576183819,0.01363127183623104,0.01713500241241486,0.05463915398755845,0.05207597359621313,0.002563180391345331,1.756680289802174e-14,3.4699195958645336e-16,2.517177816300094e-16,9.527417795644395e-17,0.07393391581023062,-2.5703306999228944e-13,0.06662537015648846,0,36.791086810387256
CFG001,21,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-3,0,12,0,0.3921807435071435,-2.181902924561934e-15,0.0036120701640950056,0.01359057119921645,0.017202641363311455,0.053530803535732016,0.05098789790769101,0.002542905628041009,1.7960243945021223e-14,3.435853237169063e-16,2.578934603595767e-16,8.569186335732955e-17,0.07562540058972281,-2.537601055445726e-13,0.06635285173159317,0,37.63718564377946
CFG001,22,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.9,0,12,0,0.4023091873067065,-2.2139298737922107e-15,0.003724069217490078,0.013539282779645364,0.01726335199713544,0.052417898362783905,0.04989412548830607,0.0025237728744778275,1.838616923616146e-14,3.5790022598197382e-16,2.6381842013919545e-16,9.408180584277833e-17,0.0772317475844551,-2.524266758487933e-13,0.06609408837325202,0,38.48320845203282
CFG001,23,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.8,0,12,0,0.4124361899305615,-2.24612801492218e-15,0.003839726316248002,0.01348161402490659,0.01732134034115459,0.05129924648950334,0.04879466966533018,0.002504576824173159,1.880776595289615e-14,3.6690184193890475e-16,2.692148088212121e-16,9.768703311769265e-17,0.07875924451814471,-2.537885341851716e-13,0.06584806788792726,0,39.32914492662637
CFG001,24,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.6999999999999997,0,12,0,0.4225617013202686,-2.278600689638547e-15,0.003959039928506513,0.013454211502775974,0.017413251431282487,0.0501729141415449,0.04768954383528542,0.00248337030625949,1.9236078579466027e-14,3.588649834100511e-16,2.754305842181488e-16,8.343439919190236e-17,0.08021357544121316,-2.5443745501640084e-13,0.06561387526072565,0,40.17498476009116
CFG001,25,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.5999999999999996,0,12,0,0.4326856714283687,-2.314523217033741e-15,0.004082008410699148,0.013417994747839954,0.017500003158539102,0.0490429547090637,0.04657876146378155,0.002464193245282152,1.9669935837116923e-14,3.5046514367672226e-16,2.813192979372825e-16,6.914584573943975e-17,0.08159989147965474,-2.5159024112254664e-13,0.06539068126627896,0,41.02071764613576
CFG001,26,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.5,0,12,0,0.44280805021906366,-2.35210052584448e-15,0.00420863000759536,0.013369693749178608,0.01757832375677397,0.04790788072970859,0.04546233608535093,0.0024455446443576727,2.0064903719306212e-14,3.790347770514349e-16,2.8680634069902024e-16,9.222843635241464e-17,0.08292287186189579,-2.496310698741302e-13,0.06517773264466385,0,41.866333279771794
CFG001,27,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.4,0,12,0,0.45292878766889605,-2.382703258062652e-15,0.0043389028523436735,0.013338548693950394,0.01767745154629407,0.046765427776927423,0.04434028130328466,0.0024251464736427687,2.049260889483539e-14,3.925501341167369e-16,2.9254121594338953e-16,1.0000891817334736e-16,0.08418677674733496,-2.500434589911158e-13,0.0649743435970893,0,42.71182135743971
CFG001,28,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.3,0,12,0,0.46304783376742487,-2.4263853501787476e-15,0.004472824966518015,0.01329655968392631,0.017769384650444323,0.04561873184545097,0.043212610789466005,0.002406121055984966,2.0876405349349736e-14,4.0667715457353485e-16,2.9917706294082193e-16,1.0750009163271289e-16,0.08539549311337191,-2.5135110439269404e-13,0.0647798883990223,0,43.55717157713403
CFG001,29,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.1999999999999997,0,12,0,0.4731651385179064,-2.4548084657296617e-15,0.004610394260167084,0.013244738321883599,0.01785513258205068,0.04446673243806511,0.042079338284204494,0.002387394153860616,2.1294600782631522e-14,4.1099192758391246e-16,3.047345734881339e-16,1.0625735409577849e-16,0.08655257474221305,-2.474676955563481e-13,0.06459379496312827,0,44.402373638529134
CFG001,30,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2.0999999999999996,0,12,0,0.4832806519379714,-2.4904081866570032e-15,0.004751608531866846,0.013202054673275248,0.017953663205142092,0.04330826748566981,0.04094047759606782,0.0023677898896019844,2.1702611261196672e-14,4.1948889028067424e-16,3.1052663965461565e-16,1.0896225062605859e-16,0.0876612771739866,-2.479499279819588e-13,0.06441553921253525,0,45.24741724310468
CFG001,31,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-2,0,12,0,0.49339432406030065,-2.523795789879636e-15,0.004896465468776066,0.013143671536637112,0.018040137005413178,0.0421455571197712,0.03979604260171413,0.002349514518057068,2.2109757128575694e-14,4.29311481689721e-16,3.164707030423283e-16,1.1284077864739267e-16,0.08872458835025737,-2.49565268237392e-13,0.06424464014785518,0,46.0922920942709
CFG001,32,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.9,0,12,0,0.5035061049333058,-2.55918209269273e-15,0.005044962646695016,0.013087280420767653,0.01813224306746267,0.04097594882510159,0.03864604724572268,0.002329901579378902,2.248381389091526e-14,4.4192090216558996e-16,3.226200747321097e-16,1.1930082743348023e-16,0.08974525555536425,-2.4794512057863125e-13,0.06408065551017501,0,46.9369878974945
CFG001,33,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.7999999999999998,0,12,0,0.513615944621804,-2.6005708128321458e-15,0.005197097530127189,0.013016228613182664,0.018213326143309852,0.039800547399841804,0.037490505540423796,0.002310041859418002,2.2933652078076895e-14,4.740144660126098e-16,3.2816949879792967e-16,1.458449672146802e-16,0.09072580916711181,-2.4704563316241643e-13,0.06392317795768716,0,47.78149436042358
CFG001,34,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.6999999999999997,0,12,0,0.5237237932076955,-2.6277350149845802e-15,0.005352867472344153,0.012941986213017188,0.01829485368536134,0.03861826160390699,0.036329431565728695,0.0022888300381782847,2.333039555754244e-14,5.141045061667338e-16,3.344741006796433e-16,1.796304054870905e-16,0.0916685836491223,-2.4697531814043367e-13,0.06377183168634308,0,48.62580119301345
CFG001,35,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.5999999999999996,0,12,0,0.533829600790639,-2.665802576078385e-15,0.005512269715453464,0.012872286218128982,0.018384555933582444,0.0374292511553219,0.03516283946895738,0.002266411686364513,2.375128381065933e-14,5.301569409462295e-16,3.402078705632423e-16,1.8994907038298727e-16,0.09257573615149461,-2.4626192022010684e-13,0.06362626943553419,0,49.469898107651794
CFG001,36,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.5,0,12,0,0.5439333174887279,-2.6982743536757403e-15,0.005675301390469658,0.012808448615235439,0.018483750005705096,0.03623439573653916,0.033990743464666205,0.0022436522718729435,2.4222713009138014e-14,5.194578075520641e-16,3.462687102284495e-16,1.7318909732361457e-16,0.09344926303173388,-2.482995034192756e-13,0.06348616982855326,0,50.3137748192841
CFG001,37,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.4,0,12,0,0.5540348934391668,-2.7314666778865103e-15,0.005841959517388336,0.012753523763882136,0.01859548328127047,0.035034040349744576,0.03281315783447517,0.0022208825152693974,2.4555174857962716e-14,4.947020588629341e-16,3.52028942025274e-16,1.4267311683766005e-16,0.09429101456230599,-2.457051301845493e-13,0.06335123500498406,0,51.15742104553893
CFG001,38,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.2999999999999998,0,12,0,0.564134278798946,-2.7693487500834936e-15,0.006012241005263337,0.012706877105246261,0.018719118110509598,0.03382844576888138,0.03163009692689359,0.002198348841987788,2.5030878149946288e-14,5.111309854554858e-16,3.57788988336874e-16,1.5334199711861186e-16,0.09510270805282642,-2.4613842923442464e-13,0.06322118850829332,0,52.00082650685327
CFG001,39,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.1999999999999997,0,12,0,0.5742314237455151,-2.8037054119490154e-15,0.006186142652286956,0.012667592658224511,0.018853735310511467,0.03261678342576874,0.030441575157145323,0.0021752082686234274,2.538971866371108e-14,5.403117217853073e-16,3.631863128539727e-16,1.7712540893133454e-16,0.09588593958276757,-2.4774887361626763e-13,0.06309577339710756,0,52.843980926597716
CFG001,40,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1.0999999999999996,0,12,0,0.5843262784774599,-2.8329141757933457e-15,0.0063636611458732974,0.012635240073801578,0.018998901219674874,0.03139984094048278,0.0292476070069929,0.002152233933489891,2.5834797899605086e-14,5.282999245025276e-16,3.6980308487680137e-16,1.5849683962572621e-16,0.09664219451333006,-2.4525614240360856e-13,0.0629747505530149,0,53.686874031201754
CFG001,41,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-1,0,12,0,0.5944187932151727,-2.8717824555131625e-15,0.006544793062744584,0.012616734366648587,0.01916152742939317,0.030177499705899734,0.028048207024561532,0.0021292926813382034,2.6246781822013798e-14,5.120781523600626e-16,3.7560779117721763e-16,1.3647036118284482e-16,0.09737285692418464,-2.4759138117447196e-13,0.06285789716144265,0,54.529495550278924
CFG001,42,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.8999999999999995,0,12,0,0.6045089182015284,-2.9035694928089965e-15,0.0067295348690207,0.012604769790638756,0.019334304659659456,0.028951737685566987,0.02684338982416154,0.0021083478614054426,2.6638201662400197e-14,4.942655893079179e-16,3.814845463950998e-16,1.1278104291281808e-16,0.09807921810120059,-2.4295159606420235e-13,0.06274500534530733,0,55.371835216751926
CFG001,43,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.7999999999999998,0,12,0,0.6145966037025568,-2.9444288490990875e-15,0.00691788292031163,0.012596667177593031,0.019514550097904662,0.027721578140254194,0.025633170086110203,0.0020884080541439917,2.7055159353706652e-14,4.761698898807551e-16,3.8743814136396243e-16,8.873174851679272e-17,0.09876248418467994,-2.4387616270357885e-13,0.06263588093380351,0,56.21388276697772
CFG001,44,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.7000000000000002,0,12,0,0.6246818000081135,-2.9734777742351666e-15,0.007109833461813099,0.012589830905153906,0.019699664366967004,0.026486371379448537,0.024417562556553137,0.002068808822895402,2.749109255540742e-14,5.019157253993005e-16,3.930854399907989e-16,1.0883028540850162e-16,0.09942378307340075,-2.433767183543479e-13,0.06253034235099648,0,57.055627940872654
CFG001,45,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.5999999999999996,0,12,0,0.6347644574325537,-3.0069733795727054e-15,0.007305382628405222,0.012587374711412356,0.019892757339817577,0.025245697935380645,0.023196582047284583,0.002049115888096068,2.7876276781409005e-14,5.00000971535349e-16,3.990612691056235e-16,1.009397024297255e-16,0.10006417066759049,-2.4581169452016736e-13,0.06242821961082862,0,57.89706048203748
CFG001,46,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.5,0,12,0,0.6448445263154026,-3.0421886466248516e-15,0.007504526444754158,0.01258780454577915,0.020092330990533307,0.024000624079435314,0.021970243435566538,0.0020303806438687804,2.835010634425611e-14,4.903677390726272e-16,4.049081813497544e-16,8.545955772287276e-17,0.10068463652352744,-2.4554690494141686e-13,0.06232935340684573,0,58.73817013788209
CFG001,47,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.39999999999999947,0,12,0,0.6549219570220239,-3.0748433099868685e-15,0.007707260825416932,0.012594637671834732,0.020301898497251666,0.022751467004054407,0.02073856166394803,0.0020129053401063677,2.8777322361316174e-14,4.48585455117548e-16,4.1083991299354945e-16,3.774554212399846e-17,0.10128610898345469,-2.41505340040561e-13,0.06223359428638465,0,59.57894665975092
CFG001,48,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.2999999999999998,0,12,0,0.664996699944295,-3.1047990963131466e-15,0.00791358157494923,0.012601141655802735,0.020514723230751965,0.02149693213685907,0.019501551740082796,0.0019953803967762735,2.913292327916283e-14,4.835620944905053e-16,4.167861566521626e-16,6.677593783834273e-17,0.10186945983675137,-2.457814765563687e-13,0.06214080190022175,0,60.41937980304729
CFG001,49,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.1999999999999993,0,12,0,0.6750687055012727,-3.143446276686636e-15,0.008123484388016276,0.012607266667216404,0.020730751055232678,0.020237520345872236,0.018259228736546458,0.0019782916093257687,2.953711613474658e-14,4.751304356451329e-16,4.2264227039997727e-16,5.24881652451556e-17,0.1024355085615657,-2.4357265308834784e-13,0.0620508443197523,0,61.2594593273586
CFG001,50,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,-0.09999999999999964,0,12,0,0.6851379241398614,-3.1825696935608353e-15,0.00833696484950673,0.012615761876021111,0.02095272672552784,0.018973565749251648,0.017011607790652594,0.0019619579585990502,3.0000267613680307e-14,4.769970413140863e-16,4.2861385328015536e-16,4.838318803393086e-17,0.10298502619033575,-2.4536671316847383e-13,0.06196359741472782,0,62.09917499658096
CFG001,51,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,0,0,12,0,0.6952043063354857,-3.217889081856855e-15,0.008554018434649669,0.012628149782620772,0.02118216821727044,0.01770463357305659,0.015758704104268745,0.001945929468787844,3.0381669995338035e-14,4.718435754228577e-16,4.344357549355065e-16,3.740782048735119e-17,0.10351873883752126,-2.4334104909215787e-13,0.06187894428535553,0,62.93851657904392
CFG001,52,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,0.10000000000000053,0,12,0,0.7052678025927547,-3.2545817249412076e-15,0.008774640509134608,0.012640736187956818,0.021415376697091426,0.01643062828713048,0.014500532943631024,0.0019300953434994539,3.082482178566286e-14,4.833020859801458e-16,4.4028418202807236e-16,4.3017903952073305e-17,0.10403733092348702,-2.4092294821410896e-13,0.06179677474332383,0,63.77747384763523
CFG001,53,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,0.20000000000000018,0,12,0,0.7153283634461276,-3.2813950047442767e-15,0.008998826329234466,0.012656199656250814,0.021655025985485278,0.015151859668530504,0.013237109639157956,0.0019147500293725482,3.1202200852770456e-14,4.720883470978814e-16,4.460654548471016e-16,2.6022892250779623e-17,0.10454144812466744,-2.4114676334611614e-13,0.061716984836884904,0,64.61603657992525
CFG001,54,000000（选定5-12kg）1.AR20.03.6 youhua a2.5 翼梢反扭-3,T1-12.0 m/s-VLM2,fixed_speed,PANEL4,0.3000000000000007,0,12,0,0.7253859394605848,-3.319245774345141e-15,0.009226571041931766,0.012673420899773085,0.021899991941704854,0.013868541432921296,0.011968449585263738,0.0019000918476575637,3.1598535109109805e-14,4.648204631526627e-16,4.52069836007302e-16,1.2750627145360762e-17,0.1050317000767073,-2.4188140344918425e-13,0.06163947641570361,0,65.45419455829177
