config_id,point_id,plane_name,polar_name,alpha_deg,beta_deg,speed_m_s,control_parameter,density_kg_m3,ref_area_m2,ref_chord_m,ref_span_m,mass_kg,cg_x_m,cg_y_m,cg_z_m,CL_trim,CD_trim,Cm_trim,xNP_m,qbar_Pa,Cw0,Xu_kg_s,Xw_kg_s,Xq_N_s,Zu_kg_s,Zw_kg_s,Zq_N_s,Mu_N_s,Mw_N_s,Mq_Nm_s,Yv_kg_s,Yp_N_s,Yr_N_s,Lv_N_s,Lp_Nm_s,Lr_Nm_s,Nv_N_s,Np_Nm_s,Nr_Nm_s,Xd_N_rad,Yd_N_rad,Zd_N_rad,Ld_Nm_rad,Md_Nm_rad,Nd_Nm_rad,matrix_qc_max_abs
CFG014,10,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),4.505441121376136,0,7.276761502508455,-2.1,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.1496218961318956,0.03843245526884276,0.0029052586621627443,0.15285296358231076,32.43264550318833,1.1510523385290914,-0.5208041127095028,6.287459504857721,1.2743975088963093,-17.789321739688408,-44.78408870061608,-7.208508872215569,-0.009030930689039873,-1.6724945589494562,-3.9795447851282937,-2.3125424877467764,-5.295972732706377,5.379019495714392,-6.116918178973013,-113.84795228887836,49.08932042472693,1.7456372877692046,-26.653826688751902,-3.8275942195546584,-0.18138770627718612,1.3605334235541925e-13,-17.98582975464216,9.015198744511116e-11,-21.10553338037784,0.0000025713882751009265,8.881784197001252e-16
CFG014,11,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),4.329216096870249,0,7.33078441253139,-2,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.1324291000288482,0.0374343165359408,0.0029174382339227064,0.15237049268562047,32.915995063095586,1.134149898235496,-0.503397370126067,6.558108635595834,1.2997491420268588,-17.653372713471686,-45.14951333683779,-7.261408399842941,-0.008827312878486454,-1.6643582831685315,-4.008237716426593,-2.3309032691160945,-5.3563876726666795,5.385234379011512,-6.156382214194167,-114.76676340077988,48.73435647340018,1.8027007065934986,-26.042326035826633,-3.8761204519586427,-0.1654963104322927,-5.979913875767049e-12,-18.25090188191314,4.698385861320358e-11,-21.419757412942996,-0.000003284702487378161,0
CFG014,12,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),4.151256435106743,0,7.385915661494788,-1.9,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.115046698995218,0.03654050336412952,0.0029320384162499387,0.15196774678460886,33.412946972212325,1.1172816478048646,-0.48702153748738436,6.777756841293755,1.3177505884002867,-17.51312398936004,-45.5220515110535,-7.315548097157529,-0.008612932630269743,-1.6597574353747098,-4.038222869368242,-2.3494677152256696,-5.417759206612351,5.391234035004329,-6.19675776756319,-115.70373952039725,48.36845291687179,1.8508074254673992,-25.56959414587654,-3.927585748869044,-0.1492308167628496,-5.0931971412878964e-12,-18.5234743209668,4.3525652956232266e-11,-21.743099719244533,-0.0000047043622184497975,0
CFG014,13,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),3.971515157926686,0,7.4431851878120465,-1.7999999999999998,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.0974697497343453,0.03574164893400505,0.002947320004329101,0.1515420283626176,33.9331160157896,1.1001545638708496,-0.4779712945928372,6.967693183290258,1.3330694310526798,-17.370711388370154,-45.908058273836424,-7.37195767899123,-0.008731599372764631,-1.654287534558485,-4.068929731211167,-2.368557807071242,-5.48084783487679,5.397727051930497,-6.238907036045477,-116.67503837799016,47.99754818928716,1.9014543260255716,-25.10261617978227,-3.960686216392471,-0.13284463192910934,-5.39069061418065e-12,-18.80888179589983,-9.438661684655628e-12,-22.081702546342573,-0.0000035263880523089007,2.220446049250313e-16
CFG014,14,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),3.7899557217894535,0,7.501890837206431,-1.7,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.0796943572824695,0.03502864921056838,0.002959534424170711,0.15128811426025174,34.47049925668411,1.0830035321838583,-0.46494122411177347,7.0764313175492894,1.337647173676465,-17.224149791911593,-46.30321287730521,-7.429951929997153,-0.008749005903786744,-1.656769811519878,-4.101631151326175,-2.3879455632430235,-5.54514495506598,5.404156137390555,-6.282238816299172,-117.66968348127641,47.61619973577906,1.9334583611221574,-24.868626672883053,-4.005156604969252,-0.11617363987710619,-8.807780245324694e-12,-19.10379886315556,-2.548487723995743e-10,-22.43179151714586,-0.000004853767657329728,5.551115123125783e-17
CFG014,15,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),3.606506978571662,0,7.5622640709981255,-1.5999999999999999,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.061713126356224,0.03433995240229507,0.002973187083609059,0.15092256483882827,35.02755070119935,1.0657802702103205,-0.45310890630473777,7.032183823418454,1.3249827818496,-17.073605683925802,-46.70895378267584,-7.489771079863921,-0.008620217540972197,-1.6542131480813507,-4.134616816424304,-2.4077011239406416,-5.610831633076458,5.410637927798902,-6.326944164670253,-118.69133524980138,47.2249175665182,1.9658527220902433,-24.708614265886574,-4.053701163558706,-0.10766748590848607,2.010635521813088e-12,-19.409591660252172,1.5521172157625776e-10,-22.794374770798704,0.000004902129808202406,0
CFG014,16,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),3.4211342524948627,0,7.622966851527408,-1.5,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.0435223396556221,0.03364381503085686,0.002983370092487532,0.15039925441694318,35.59214446693498,1.0488739301957763,-0.4427875170171259,6.998720836558537,1.3138732111289908,-16.915779046758832,-47.11701432236471,-7.550101624161505,-0.008471338421231489,-1.644007923298777,-4.166771656265961,-2.427395917165886,-5.6769193078798414,5.416176039405172,-6.371902731118183,-119.71899658136316,46.81461278682436,2.0100825198709367,-24.215606656787166,-4.098949215469987,-0.09891799553032292,-9.260235159817634e-12,-19.719546327728203,-2.0756567779670696e-10,-23.161826060151345,-0.000005425736374916407,8.881784197001252e-16
CFG014,17,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),3.2337656644237014,0,7.68145036019268,-1.4,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.0251145128040229,0.03297033303528066,0.002997837992868254,0.15000975328919675,36.14036627711386,1.0329633121280923,-0.43427353248878037,6.9562566969810575,1.301057303124558,-16.7448719948612,-47.51162099170785,-7.608431332454807,-0.008255002871077055,-1.6392707181220427,-4.198499703591586,-2.4462168890857914,-5.741504935161637,5.4189386226433385,-6.4149860159300465,-120.71260294153048,46.36927154639693,2.045239446729103,-23.9587631308006,-4.144561304176966,-0.08772478855416897,8.533942440274428e-13,-20.020424053399204,4.972858906526122e-11,-23.518888876316478,-0.000007464526954413142,0
CFG014,18,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),3.0443596273924682,0,7.735254890183171,-1.2999999999999998,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,1.0064852203162094,0.03231402463158935,0.0030158689821307527,0.14975321276743336,36.64842803236289,1.018643212149883,-0.4244456449878545,6.841484548864593,1.2768600880527667,-16.555726850678308,-47.87750132576789,-7.662335991889877,-0.008111151588413579,-1.6396119929923716,-4.228727761543053,-2.463380561608503,-5.802722136866028,5.417214569124454,-6.454148500231212,-121.63337705632807,45.87460708415454,2.065609635685322,-23.93748401529983,-4.189704473243883,-0.07761289182038221,2.3267699372265285e-12,-20.29906299900686,1.3774893205457517e-10,-23.849993972821586,6.214745142556078e-7,8.881784197001252e-16
CFG014,19,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),2.852850326948834,0,7.811725463875023,-1.2,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.9876275791273607,0.03162568282883312,0.003022952105089531,0.1491808323623751,37.376621017808986,0.9987974149226164,-0.42124651550990455,6.8405965933397,1.2699596252395202,-16.40613958931855,-48.38394784666235,-7.738917530598939,-0.008282385198218889,-1.629261727175802,-4.269012367165509,-2.4875964426074897,-5.881120840405064,5.430057781552195,-6.512197708854575,-122.91140839986315,45.49085678826573,2.1196649791763287,-23.37948108203058,-4.224474856913596,-0.07044391391112094,-1.1698170479499651e-11,-20.699635208458503,-2.485442110688193e-10,-24.32367325714786,-0.0000037255635344435565,8.881784197001252e-16
CFG014,20,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),2.6591700839298826,0,7.891426761010909,-1.0999999999999999,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.9685345097463992,0.03094505638565427,0.003029428164616224,0.14883093592103408,38.143202498694464,0.9787241239748473,-0.4094912792921642,6.781081077144254,1.2544744038067852,-16.253124092524576,-48.910769805632405,-7.818941784260165,-0.008178431746271725,-1.629888015023426,-4.312679323633963,-2.512676577935016,-5.962200856883093,5.443674651640498,-6.572897336715233,-124.2413357229062,45.099065900663575,2.1564880320332325,-23.250355078699897,-4.2842175432464185,-0.05972113814201973,-6.7091466673810894e-12,-21.121465246430372,-4.142303274216877e-11,-24.82298369558109,-7.598356803196556e-7,1.1102230246251565e-16
CFG014,21,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),2.463255137492784,0,7.974536001162279,-1,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.9491993240318415,0.030263097476291828,0.0030366735109185593,0.14844950681860292,38.95084996572288,0.9584302392369403,-0.3997005628352904,6.711513235990978,1.237186315780227,-16.096411438538087,-49.45908449589903,-7.9026019773770475,-0.007998400501203762,-1.6292947572499954,-4.358025600658802,-2.538679582773875,-6.046123176290571,5.458102488749017,-6.636390054344198,-125.62600634532619,44.698574971190446,2.1971517461996317,-23.072330374553715,-4.345587954654378,-0.05202365936178533,-1.5276947337112108e-11,-21.566038922024486,-2.788982662211994e-10,-25.348795576384138,-0.000004075737254887119,5.551115123125783e-17
CFG014,22,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),2.2650368012095674,0,8.061325689745576,-0.8999999999999999,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.9296148288613948,0.029581050988174314,0.003039761625610396,0.1480615913813819,39.803295274143096,0.9379040653295168,-0.3901333243217216,6.667485504283664,1.2224637010232968,-15.935868284704712,-50.03060162496289,-7.990187200008865,-0.007751851320118852,-1.6287141889159311,-4.405459099378828,-2.5656951095096954,-6.133123879549489,5.473436223498558,-6.702897592955039,-127.06977372701955,44.289109165340776,2.2382403420279577,-22.82907190070189,-4.410471475978261,-0.04022253237813553,-7.281921545227811e-12,-22.0354256366998,1.5763828105904585e-11,-25.904189511601036,6.554308992628128e-8,8.881784197001252e-16
CFG014,23,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),2.0644418319729776,0,8.15203910165882,-0.7999999999999998,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.9097733630304544,0.028901841760774635,0.00304508691520696,0.147621350900189,40.70414167792179,0.9171467794732768,-0.3881491594027444,6.5868891920662955,1.2055817823623471,-15.77123460398293,-50.62685159536464,-8.081959184125767,-0.008166937774459204,-1.6258367352682128,-4.454419965636267,-2.593804049353417,-6.223420067368074,5.489741636000212,-6.77261706097577,-128.57653746780994,43.870051300853284,2.2855626364189163,-22.548658536386508,-4.4467943223605415,-0.027489368415581694,-5.660820026682964e-12,-22.53162213992926,-3.846923589970034e-10,-26.491279374566396,0.0000047092270129457715,2.220446049250313e-16
CFG014,24,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.8614045941214845,0,8.247019813622154,-0.6999999999999997,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8896680352789892,0.02822081354988275,0.0030471119924221825,0.1472288204360333,41.658168181344294,0.8961429194058544,-0.37938134339250296,6.52199117067078,1.1885030067999824,-15.602394182696035,-51.24998750530301,-8.178280744364157,-0.007787595700574357,-1.6257310146317385,-4.5064000948393454,-2.623119565754061,-6.31730708304327,5.5071450119066885,-6.8458290044515175,-130.15178106200494,43.441190678287406,2.331156214828209,-22.35161423236087,-4.518489752803367,-0.011556134891598782,-1.0059276415571634e-11,-23.057274855099298,-8.594433443840908e-11,-27.113297658236792,-0.0000022383647734115484,8.881784197001252e-16
CFG014,25,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.655824110554575,0,8.346575859781522,-0.5999999999999996,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8692883530265204,0.027546855948571314,0.003049135850306414,0.14679846796387164,42.67001375714119,0.8748924400072915,-0.36953237151612955,6.463204819875636,1.172241317730167,-15.42902299469005,-51.901949101770576,-8.279481757530693,-0.007627585741167009,-1.6240761400112893,-4.5605578456002664,-2.653743751122101,-6.415059988774485,5.525730106925675,-6.922783293392838,-131.8004470783631,43.001760783151674,2.3797507288564947,-22.05820648450518,-4.5867126969998,0.008276267378256565,4.483784789230948e-12,-23.614950321333986,-3.814984442314883e-11,-27.77331042838889,-5.461878866465424e-7,8.881784197001252e-16
CFG014,26,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.447622814216753,0,8.451097644346532,-0.5,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8486262008401717,0.026871330701295194,0.003047617873181116,0.1463256620793627,43.7453939789962,0.8533852151166883,-0.36663797082098576,6.4137146334825745,1.1562591507468845,-15.250910630146535,-52.58518557933329,-8.385975735451105,-0.00777573092268502,-1.6205928687184068,-4.617018219537805,-2.685804840563381,-6.51701712018328,5.545629331670603,-7.003798710511117,-133.52877564908633,42.55131562728683,2.4353930164479523,-21.69748131768625,-4.6414414965990645,0.021155181341253017,6.177845474893466e-12,-24.207809556662237,9.157091494757564e-11,-28.47416863130658,-0.000003312580471368227,4.440892098500626e-16
CFG014,27,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.2367202597944762,0,8.560994412903847,-0.3999999999999999,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8276731688770684,0.02620306987425118,0.003049207192714683,0.14600757484683774,44.89050801938467,0.831616172287677,-0.35707789259275535,6.3018106995155625,1.132330831124294,-15.06778138163144,-53.302265585695736,-8.498197319618379,-0.007723512128764153,-1.625737378659217,-4.677659892759138,-2.719436850315039,-6.623534687629016,5.566973643991965,-7.089209425888173,-135.34331322336152,42.08924197958721,2.4785607804568586,-21.61447165374833,-4.714293878328429,0.03707718530256848,-6.249258445802507e-12,-24.839277652492825,-2.6019646585471576e-10,-29.221021341057906,-0.0000010643772524812343,1.1102230246251565e-16
CFG014,28,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.0230011370315144,0,8.67675027531452,-0.2999999999999998,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8064172880260688,0.025525891904598884,0.003047367729218051,0.14555424426540242,46.11267214585449,0.8095751279181952,-0.34458720928018216,6.224584844602642,1.1140160959102645,-14.879322186711317,-54.05623097513168,-8.616658693882952,-0.0074241324752241655,-1.6242282389670042,-4.740542096638676,-2.7547972103636424,-6.735033779400439,5.589919654637477,-7.179410576106573,-137.2518103585248,41.61485101000923,2.539340975640677,-21.333963740169985,-4.799445352452206,0.05806432162332132,2.9228283163500074e-12,-25.5133946070804,8.247416562573553e-11,-30.018252571589603,0.000010389588855390416,2.220446049250313e-16
CFG014,29,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),0.8063697852889297,0,8.798884523894817,-0.19999999999999973,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.784848589355925,0.02485157984921586,0.003044035038750729,0.14507838002729637,47.41997592971188,0.787256250540167,-0.3450972927279015,6.145657568527716,1.0940442922081632,-14.685195070554183,-54.85034154732307,-8.74190988155688,-0.0077056458060165145,-1.621987573135801,-4.806922487927065,-2.792053869722609,-6.85196399842846,5.614634233933238,-7.274826800787922,-139.26257591541915,41.1273959132052,2.5990096691131557,-20.959648354652995,-4.854895679709761,0.08359690575241085,-2.028038095025609e-12,-26.234623985272837,-2.1261155814391817e-10,-30.871347338469732,0.000003855136171502958,8.881784197001252e-16
